Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISBN,ISSN,DOI,Url,Abstract_Note,Date,Date_Added,Date_Modified,Access_Date,Pages,Num_Pages,Issue,Volume,Number_Of_Volumes,Journal_Abbreviation,Short_Title,Series,Series_Number,Series_Text,Series_Title,Publisher,Place,Language,Rights,Type,Archive,Archive_Location,Library_Catalog,Call_Number,Extra,Notes,File_Attachments,Link_Attachments,Manual_Tags,Automatic_Tags,Editor,Series_Editor,Translator,Contributor,Attorney_Agent,Book_Author,Cast_Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed_Author,Scriptwriter,Words_By,Guest,Number,Edition,Running_Time,Scale,Medium,Artwork_Size,Filing_Date,Application_Number,Assignee,Issuing_Authority,Country,Meeting_Name,Conference_Name,Court,References,Reporter,Legal_Status,Priority_Numbers,Programming_Language,Version,System,Code,Code_Number,Section,Session,Committee,History,Legislative_Body
7RULGQJS,newspaperArticle,2018,"Malett, Shoshanna",The Real-Life Consequences of the (Now Lawful) Travel Ban,Just Security,NA,NA,NA,https://www.justsecurity.org/59224/real-life-consequences-now-lawful-travel-ban/,This is how Trump's travel ban affects one person. One American. One family.,2018-07-11,2018-09-23T17:42:35Z,2018-10-01T17:15:34Z,2018-09-23T17:42:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/K9YQIRZJ/real-life-consequences-now-lawful-travel-ban.html,NA,us; muslim-ban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBWZPAC7,newspaperArticle,2018,"Lederman, Marty","Contrary to Popular Belief, the Court Did Not Hold that the Travel Ban is Lawful—Anything But",Just Security,NA,NA,NA,https://www.justsecurity.org/58807/contrary-popular-belief-court-hold-travel-ban-lawful-anything-but-which-ruling-justice-kennedys-deference-presidents-enforcement-ban-indefensible/,"Don't believe the hype. A 5-4 majority of the Justices held, in effect, that even if the Proclamation _IS_ unconstitutional there’s nothing the Court can do about it.",2018-07-02,2018-09-23T17:44:17Z,2018-10-01T17:16:06Z,2018-09-23T17:44:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/897K5PAS/contrary-popular-belief-court-hold-travel-ban-lawful-anything-but-which-ruling-justice-kennedys.html,NA,us; muslim-ban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UIUSEDDT,newspaperArticle,2018,"Jurecic, Quinta",The Travel Ban Decision and the Ghost of Korematsu,Lawfare,NA,NA,NA,https://www.lawfareblog.com/travel-ban-decision-and-ghost-korematsu,"What does it mean, in the face of profound ugliness on the part of the executive branch, to declare the judgment of that ugliness to be outside the authority of the Supreme Court?",2018-06-28,2018-09-23T17:45:22Z,2018-10-01T17:15:41Z,2018-09-23T17:45:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/8EE32PBW/travel-ban-decision-and-ghost-korematsu.html,NA,us; travel-ban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLV8LXDW,magazineArticle,2018,"Sorkin, Amy Davidson",Does Donald Trump Understand What DACA Means?,The New Yorker,NA,0028-792X,NA,https://www.newyorker.com/magazine/2018/05/14/does-donald-trump-understand-what-daca-means,"So far, the Administration’s incompetence and the courts’ rectitude have seen the Dreamers through. But those factors may be temporary safeguards.",2018-05-06,2018-09-23T17:46:07Z,2018-09-23T17:46:15Z,2018-09-23T17:46:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,www.newyorker.com,NA,NA,NA,/Users/palmer/Zotero/storage/3A55VJ4H/does-donald-trump-understand-what-daca-means.html,NA,us; daca,donald trump; immigration; dreamers; john kelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIRG8773,newspaperArticle,2018,"Speri, Alice",Mass ICE Raids Leave a Trail of Misery and Broken Communities,The Intercept,NA,NA,NA,https://theintercept.com/2018/05/12/tennessee-ice-raid-immigration-postville-iowa/,NA,2018-05-12,2018-09-23T17:46:27Z,2018-10-01T17:15:55Z,2018-09-23T17:46:27Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/CX849HD3/tennessee-ice-raid-immigration-postville-iowa.html,NA,us; ICE; interior-enforcement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9JQVA32D,magazineArticle,2018,"Gessen, Masha",A Better Way To Protest Trump’s War On Immigrants,The New Yorker,NA,0028-792X,NA,https://www.newyorker.com/news/our-columnists/a-better-way-to-protest-trumps-war-on-immigrants,"The separation of children and parents is the most emotionally affecting tip of the terrifying, inhumane iceberg of American immigration policy.",2018-07-02,2018-09-23T17:47:22Z,2018-09-23T17:47:32Z,2018-09-23T17:47:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,www.newyorker.com,NA,NA,NA,/Users/palmer/Zotero/storage/SII7ZDMJ/a-better-way-to-protest-trumps-war-on-immigrants.html,NA,us,immigration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GY4LDA3P,newspaperArticle,2018,"Press, Associated",Child dies as migrant boat capsizes off Lebanese coast,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/world/2018/sep/22/child-dies-as-migrant-boat-capsizes-off-lebanese-coast,Army says all 38 other passengers rescued from boat trying to reach Europe,2018-09-22,2018-09-23T17:48:28Z,2018-09-23T17:48:50Z,2018-09-23T17:48:28Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/MGGDHBYU/child-dies-as-migrant-boat-capsizes-off-lebanese-coast.html,NA,europe; euro-refugees,World news; Refugees; Lebanon; Middle East and North Africa; Migration; Palestinian territories; Syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
S9ULNUQ5,newspaperArticle,2018,"Tondo, Lorenzo",Italy releases Tunisian fishermen held on suspicion of smuggling migrants,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/world/2018/sep/22/italy-releases-tunisian-fishermen-arrested-on-suspicion-of-smuggling-migrants,Supporters say the six have rescued hundreds of people from the sea in recent years,2018-09-22,2018-09-23T17:49:06Z,2018-09-23T17:49:23Z,2018-09-23T17:49:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/MPCTDUDV/italy-releases-tunisian-fishermen-arrested-on-suspicion-of-smuggling-migrants.html,NA,europe; criminalization,World news; Refugees; Middle East and North Africa; Migration; Africa; Europe; Italy; Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
3HWS9GVP,newspaperArticle,2018,"correspondent, Sally Weale Education",Refugee children face long delays accessing education in UK,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/education/2018/sep/20/refugee-children-face-long-delays-accessing-education-in-uk,Report finds schools unwilling to take refugees over fears their results will be affected,2018-09-20,2018-09-23T17:49:43Z,2018-09-23T17:50:02Z,2018-09-23T17:49:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/IEWUHVXZ/refugee-children-face-long-delays-accessing-education-in-uk.html,NA,europe; euro-children,Refugees; Migration; Children; Education; Immigration and asylum; Primary schools; School tables; Schools; Secondary schools; Society; UK news,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education,NA,NA,NA,NA
A5DWXBXL,newspaperArticle,2018,"Jones, Sam",Donald Trump urged Spain to 'build the wall' – across the Sahara,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/us-news/2018/sep/19/donald-trump-urged-spain-to-build-the-wall-across-the-sahara,Spanish foreign minister says US president advised tactic to stem migration across the Med,2018-09-19,2018-09-23T17:50:13Z,2018-09-23T17:50:21Z,2018-09-23T17:50:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/LVVZAX4H/donald-trump-urged-spain-to-build-the-wall-across-the-sahara.html,NA,europe; spain,World news; Refugees; Migration; Europe; Donald Trump; Spain; US news,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US news,NA,NA,NA,NA
ADV6BWLH,newspaperArticle,2018,"Siddons, Edward","‘We’re brothers, sisters and activists’: the Greek collective of gay and trans refugees",The Observer,NA,0029-7712,NA,https://www.theguardian.com/world/2018/sep/16/we-are-brothers-sisters-and-activists-greek-gay-trans-collective-of-refugees,"For persecuted gay and trans refugees, getting together has given them a safe space as well as vital support. Edward Siddons hears how the group became family they never had",2018-09-16,2018-09-23T17:50:56Z,2018-09-23T17:51:05Z,2018-09-23T17:50:56Z,NA,NA,NA,NA,NA,NA,"‘We’re brothers, sisters and activists’",NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/RL4EIWGZ/we-are-brothers-sisters-and-activists-greek-gay-trans-collective-of-refugees.html,NA,europe; euro-refugees,World news; Refugees; LGBT rights,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
WTNAVZFP,newspaperArticle,2018,"correspondent, Jamie Grierson Home affairs","'I'm ill, I need my son': one refugee family's battle to be reunited",The Guardian,NA,0261-3077,NA,https://www.theguardian.com/world/2018/sep/15/im-ill-i-need-my-son-one-refugee-familys-battle-to-be-reunited,Leyla Al Jabiri has cancer but immigration rules are stopping her son coming to the UK to help,2018-09-15,2018-09-23T17:51:29Z,2018-09-23T17:51:37Z,2018-09-23T17:51:29Z,NA,NA,NA,NA,NA,NA,"'I'm ill, I need my son'",NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/ZQU8TCZI/im-ill-i-need-my-son-one-refugee-familys-battle-to-be-reunited.html,NA,europe; euro-refugees,World news; Refugees; Middle East and North Africa; UK news; Scottish National party (SNP); Sheffield; Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
GQ9W82DK,newspaperArticle,2018,"Leape, Sebastian; adviser, policy",Greece has the means to help refugees on Lesbos – but does it have the will?,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/global-development/2018/sep/13/greece-refugees-lesbos-moria-camp-funding-will,"Overcrowded, violent and awash with human sewage, Moria camp may be the world’s worst refugee facility. Why hasn’t Greece done more?",2018-09-13,2018-09-23T17:52:09Z,2018-09-23T17:52:18Z,2018-09-23T17:52:09Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/YBG8KAN7/greece-refugees-lesbos-moria-camp-funding-will.html,NA,europe; euro-refugees,World news; Refugees; Europe; Global development; Greece; Migration and development; United Nations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Global development,NA,NA,NA,NA
XJ5MZQGQ,newspaperArticle,2018,"Palermo, Daniel Boffey Lorenzo Tondo in",Italy's call for France and Spain to open ports to migrants is rejected,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/world/2018/aug/30/italy-call-france-spain-open-ports-migrants-rejected-eu,EU high representative refuses to give backing despite threat to pull plug on rescue mission,2018-08-30,2018-09-23T17:53:14Z,2018-09-23T17:53:28Z,2018-09-23T17:53:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/NT8BTJK9/italy-call-france-spain-open-ports-migrants-rejected-eu.html,NA,europe; euro-refugees,World news; Refugees; Migration; Europe; Italy; Spain; European Union; France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
R8VL8INJ,newspaperArticle,2018,"Tondo, Lorenzo",Matteo Salvini formally investigated over migrant ship standoff,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/world/2018/aug/25/matteo-salvini-formally-investigated-over-migrant-ship-standoff,"Italian deputy PM allows migrants on the Ubaldo Diciotti to disembark, after he was placed under investigation over their detention",2018-08-25,2018-09-23T17:53:49Z,2018-09-23T17:54:04Z,2018-09-23T17:53:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/HE7AFFCT/matteo-salvini-formally-investigated-over-migrant-ship-standoff.html,NA,europe; italy,World news; Refugees; Migration; Europe; Italy; Matteo Salvini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
TGQKLKXR,newspaperArticle,2018,"Tondo, Lorenzo",UN calls on EU states to offer asylum and end Italy’s migrant standoff,The Observer,NA,0029-7712,NA,https://www.theguardian.com/world/2018/aug/25/un-urges-eu-countries-take-migrants-stuck--port-sicily,High commissioner urges other countries to take in refugees trapped on a boat off Sicily,2018-08-25,2018-09-23T17:54:05Z,2018-09-23T17:54:19Z,2018-09-23T17:54:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/TL9DT3US/un-urges-eu-countries-take-migrants-stuck--port-sicily.html,NA,europe; italy,World news; Refugees; Migration; Italy; Matteo Salvini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
J5PU5FI7,newspaperArticle,2018,"Lanfranchi, Nicoló",Aquarius: onboard the migrant rescue ship - arriving in Malta,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/global-development/2018/aug/23/aquarius-onboard-the-migrant-rescue-ship-arriving-in-malta,"The Aquarius is a special-purpose ship chartered by SOS Méditerranée, a European maritime and humanitarian organisation, and Médecins Sans Frontières to rescue migrants and refugees in trouble at sea.Photographer Nicoló Lanfranchi was onboard tracking its progress and as it docked in the port of Valletta. This is his second dispatch.",2018-08-23,2018-09-23T17:54:35Z,2018-09-23T18:17:08Z,2018-09-23T17:54:35Z,NA,NA,NA,NA,NA,NA,Aquarius,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/Z5A2SQRI/aquarius-onboard-the-migrant-rescue-ship-arriving-in-malta.html,NA,europe; euro-refugees,World news; Refugees; Middle East and North Africa; Migration; Africa; Europe; Global development; Migration and development; Humanitarian response; Libya; Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Global development,NA,NA,NA,NA
WAJUACC8,newspaperArticle,2018,"Tondo, Lorenzo",Standoff in Italian port as Salvini refuses to let refugees disembark,The Guardian,NA,0261-3077,NA,https://www.theguardian.com/world/2018/aug/21/italy-refugees-salvini-refuses-coastguard-ship-docks-diciotti,Interior minister wants EU states to take 177 refugees and migrants from ship,2018-08-21,2018-09-23T17:54:56Z,2018-09-23T17:55:05Z,2018-09-23T17:54:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-GB,NA,NA,NA,NA,www.theguardian.com,NA,NA,NA,/Users/palmer/Zotero/storage/X9TYJBS7/italy-refugees-salvini-refuses-coastguard-ship-docks-diciotti.html,NA,europe; euro-refugees,World news; Refugees; Migration; Europe; Italy; Matteo Salvini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World news,NA,NA,NA,NA
YL6RP68P,newspaperArticle,2018,"Povoledo, Elisabetta; Pianigiani, Gaia","Italian Minister Moves to Count and Expel Roma, Drawing Outrage",The New York Times,NA,0362-4331,NA,https://www.nytimes.com/2018/06/19/world/europe/italy-roma-matteo-salvini.html,"Interior Minister Matteo Salvini called for a census of Roma people, to deport those without legal status, angering allies and evoking memories of fascist racial laws.",2018-06-20,2018-09-23T17:55:34Z,2018-09-23T17:55:57Z,2018-09-23T17:55:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NYTimes.com,NA,NA,NA,/Users/palmer/Zotero/storage/S5X7Z6RE/italy-roma-matteo-salvini.html,NA,europe; italy; roma,"Immigration and Emigration; Refugees and Displaced Persons; Italy; Conte, Giuseppe; Di Maio, Luigi; Discrimination; Five Star Movement (Italy); League (Italian Political Party); Middle East and Africa Migrant Crisis; Politics and Government; Romani People; Salvini, Matteo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World,NA,NA,NA,NA
KQ2HSEYS,newspaperArticle,2018,"Horowitz, Jason",Steve Bannon’s ‘Movement’ Enlists Italy’s Most Powerful Politician,The New York Times,NA,0362-4331,NA,https://www.nytimes.com/2018/09/07/world/europe/italy-steve-bannon-matteo-salvini.html,"Steve Bannon, President Trump’s former chief strategist, has formed a new group to help populists gain influence in Europe. Now Italy’s interior minister is part of it.",2018-09-08,2018-09-23T17:57:15Z,2018-09-23T17:57:22Z,2018-09-23T17:57:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NYTimes.com,NA,NA,NA,/Users/palmer/Zotero/storage/CKSMNKB8/italy-steve-bannon-matteo-salvini.html,NA,europe; italy,"Italy; Politics and Government; Salvini, Matteo; Bannon, Stephen K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World,NA,NA,NA,NA
65F6EV5M,newspaperArticle,2018,"Nossiter, Adam; Horowitz, Jason",Scorned Migrant Boat Exposes Raw Feelings Among European Allies,The New York Times,NA,0362-4331,NA,https://www.nytimes.com/2018/06/13/world/europe/migrant-boat-italy-france.html,The Italian refusal to offer safe harbor to a ship loaded with 629 migrants underscored long-simmering grievances and set off a full-blown sniping match.,2018-06-15,2018-09-23T17:57:34Z,2018-09-23T17:57:41Z,2018-09-23T17:57:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NYTimes.com,NA,NA,NA,/Users/palmer/Zotero/storage/B8SW5UBL/migrant-boat-italy-france.html,NA,europe; euro-refugees,"Illegal Immigration; Immigration and Emigration; Refugees and Displaced Persons; Europe; European Union; Middle East and Africa Migrant Crisis; Politics and Government; Salvini, Matteo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World,NA,NA,NA,NA
HEGQ96TW,newspaperArticle,2018,"Pianigiani, Gaia; Horowitz, Jason; Minder, Raphael",Italy’s New Populist Government Turns Away Ship With 600 Migrants Aboard,The New York Times,NA,0362-4331,NA,https://www.nytimes.com/2018/06/11/world/europe/italy-migrant-boat-aquarius.html,"Matteo Salvini, the country’s powerful interior minister and the leader of the anti-immigrant League, showed he planned to follow through on campaign promises to keep refugees out.",2018-06-12,2018-09-23T17:57:53Z,2018-09-23T17:58:00Z,2018-09-23T17:57:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en-US,NA,NA,NA,NA,NYTimes.com,NA,NA,NA,/Users/palmer/Zotero/storage/FD78KTUH/italy-migrant-boat-aquarius.html,NA,europe; euro-refugees,"Illegal Immigration; Immigration and Emigration; Refugees and Displaced Persons; Italy; Spain; Malta; Middle East and Africa Migrant Crisis; Politics and Government; Salvini, Matteo; Asylum, Right of; Humanitarian Aid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World,NA,NA,NA,NA
4KZYTKUA,magazineArticle,2017,"Gabrielli, Lorenzo",Deconstructing Migration and Refugee  “Crises” in the Mediterranean. The Need  for a Broader Temporal and Geographical  View for a Policy Reorientation in Europe,IEMed Mediterranean Yearbook,NA,NA,NA,http://www.iemed.org/observatori/arees-danalisi/arxius-adjunts/anuari/med.2017/IEMed_MedYearbook2017_migration_refugee_crises_Gabrielli.pdf,NA,2017-01-01,2018-09-23T18:05:55Z,2018-09-30T00:47:12Z,2018-09-23T18:05:30Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/XVHXZ86B/IEMed_MedYearbook2017_migration_refugee_crises_Gabrielli.pdf,NA,europe; externalization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W7GE57AB,newspaperArticle,2018,"Mas, Cristina",Deu activistes rifenys tancats al CIE de Barcelona,Ara,NA,NA,NA,https://www.ara.cat/internacional/Deu-activistes-rifenys-CIE-Barcelona_0_2093790730.html,Demanen asil per la persecució del moviment Hiraq,2018-09-23,2018-09-23T21:16:50Z,2018-10-01T10:22:21Z,2018-09-23T21:16:50Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/BJWBNU9E/Deu-activistes-rifenys-CIE-Barcelona_0_2093790730.html,NA,europe; spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6QZHXCAI,newspaperArticle,2018,"Mas, Cristina","Mohamed Aarràs, activista del moviment Hiraq: ""El Marroc deixa marxar els joves per evitar més protestes Rif""",Ara,NA,NA,NA,https://www.ara.cat/internacional/Entrevista-Mohamed-Aarras-activista-Hiraq_0_2093190859.html,"L'ex pres polític defensa a la llibertat dels seus companys, condemnats a 20 anys de presó",2018-09-22,2018-09-23T21:18:41Z,2018-09-23T21:19:10Z,2018-09-23T21:18:41Z,NA,NA,NA,NA,NA,NA,"Mohamed Aarràs, activista del moviment Hiraq",NA,NA,NA,NA,NA,NA,ca_ES,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/22SFKVCV/Entrevista-Mohamed-Aarras-activista-Hiraq_0_2093190859.html,NA,europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
